DATETIME,CATEGORY,DESCRIPTION,UNIT_PRICE,QUANTITY,PAYMENT_TYPE,CARD_NUM,EMPLOYEE_ID
2023-04-04 16:08:24,sandwiches,GRILLED CHEESE,5.99,1,credit card,3519984042226897,056-18-8661
2023-04-04 16:09:28,drinks,CAFFÈ LATTE,8.99,1,cash,-,119-84-6584
2023-04-04 16:09:38,drinks,ICED MOCHA,10.99,3,cash,-,056-18-8661
2023-04-04 16:09:51,drinks,FRAPPÉ,11.05,2,credit card,6011560695924503,896-85-4804
2023-04-04 16:10:36,drinks,CAFFÈ MOCHA,9.55,2,cash,-,056-18-8661
2023-04-04 16:12:45,drinks,ICED MOCHA,10.99,2,credit card,3530872314086088,896-85-4804
2023-04-04 16:14:39,sandwiches,GRILLED CHEESE,5.99,2,cash,-,896-85-4804
2023-04-04 16:14:49,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,348918349417919,896-85-4804
2023-04-04 16:15:25,sandwiches,EGG SANDWICH,5.99,1,credit card,560416238734,119-84-6584
2023-04-04 16:15:35,sandwiches,GRILLED CHEESE,5.99,2,cash,-,896-85-4804
2023-04-04 16:17:51,drinks,CAFFÈ LATTE,8.99,1,credit card,38360153006766,896-85-4804
2023-04-04 16:18:04,drinks,CAFFÈ LATTE,8.99,2,credit card,3545729542950852,119-84-6584
2023-04-04 16:18:35,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4183033209921065,056-18-8661
2023-04-04 16:18:57,drinks,CAPPUCCINO,9.99,2,cash,-,119-84-6584
2023-04-04 16:21:52,drinks,CAFFÈ LATTE,8.99,2,credit card,4405473001629858369,056-18-8661
2023-04-04 16:22:46,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,180022132637675,056-18-8661
2023-04-04 16:23:47,drinks,CAFFÈ LATTE,8.99,2,credit card,502061506726,896-85-4804
2023-04-04 16:24:37,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4511189437948818,056-18-8661
2023-04-04 16:25:10,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,3542866515616509,056-18-8661
2023-04-04 16:25:31,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4701992100494,056-18-8661
2023-04-04 16:27:59,drinks,ICED MOCHA,10.99,1,credit card,3551167930026467,119-84-6584
2023-04-04 16:28:20,drinks,CAFFÈ LATTE,8.99,1,credit card,4827318645281097973,056-18-8661
2023-04-04 16:29:14,drinks,CAFFÈ MOCHA,9.55,1,credit card,503824263373,119-84-6584
2023-04-04 16:29:32,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4022506743394084,119-84-6584
2023-04-04 16:32:44,sandwiches,EGG SANDWICH,5.99,2,credit card,2247094707630457,056-18-8661
2023-04-04 16:34:52,sandwiches,GRILLED CHEESE,5.99,1,cash,-,119-84-6584
2023-04-04 16:36:27,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,056-18-8661
2023-04-04 16:36:45,drinks,CAFFÈ MOCHA,9.55,2,cash,-,896-85-4804
2023-04-04 16:37:38,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 16:39:53,sandwiches,EGG SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-04 16:40:16,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-04 16:42:03,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 16:42:10,drinks,ICED MOCHA,10.99,2,cash,-,056-18-8661
2023-04-04 16:44:03,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 16:44:26,sandwiches,EGG SANDWICH,5.99,3,cash,-,896-85-4804
2023-04-04 16:45:01,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,502084184857,056-18-8661
2023-04-04 16:45:01,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4190497031018,119-84-6584
2023-04-04 16:45:26,sandwiches,GRILLED CHEESE,5.99,1,cash,-,119-84-6584
2023-04-04 16:46:17,drinks,FRAPPÉ,11.05,2,credit card,340934802563147,056-18-8661
2023-04-04 16:50:13,sandwiches,GRILLED CHEESE,5.99,2,cash,-,896-85-4804
2023-04-04 16:50:27,drinks,FRAPPÉ,11.05,1,cash,-,056-18-8661
2023-04-04 16:51:21,drinks,ICED MOCHA,10.99,1,credit card,213163219178406,896-85-4804
2023-04-04 16:51:52,drinks,CAPPUCCINO,9.99,1,cash,-,119-84-6584
2023-04-04 16:52:32,drinks,FRAPPÉ,11.05,2,cash,-,896-85-4804
2023-04-04 16:54:46,sandwiches,EGG SANDWICH,5.99,1,credit card,3539190341283433,119-84-6584
2023-04-04 16:55:35,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-04 16:56:21,drinks,FRAPPÉ,11.05,2,cash,-,056-18-8661
2023-04-04 16:56:31,drinks,ESPRESSO,7.99,1,cash,-,056-18-8661
2023-04-04 16:56:35,drinks,ICED MOCHA,10.99,3,credit card,36694270641432,056-18-8661
2023-04-04 16:57:50,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,3599492809909260,896-85-4804
2023-04-04 16:57:51,drinks,ICED MOCHA,10.99,1,credit card,4719934373862,056-18-8661
2023-04-04 16:58:26,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-04 16:58:38,drinks,ESPRESSO,7.99,1,cash,-,896-85-4804
2023-04-04 16:58:55,drinks,CAFFÈ MOCHA,9.55,1,cash,-,056-18-8661
2023-04-04 17:00:17,drinks,ICED MOCHA,10.99,2,cash,-,119-84-6584
2023-04-04 17:00:26,sandwiches,GRILLED CHEESE,5.99,1,cash,-,056-18-8661
2023-04-04 17:03:46,sandwiches,GRILLED CHEESE,5.99,2,credit card,4926476265337886,896-85-4804
2023-04-04 17:05:14,drinks,ICED MOCHA,10.99,2,credit card,3544384290262489,056-18-8661
2023-04-04 17:09:16,sandwiches,EGG SANDWICH,5.99,2,cash,-,056-18-8661
2023-04-04 17:11:49,drinks,ESPRESSO,7.99,1,credit card,6011429881130962,896-85-4804
2023-04-04 17:14:06,drinks,FRAPPÉ,11.05,2,cash,-,056-18-8661
2023-04-04 17:15:10,drinks,ESPRESSO,7.99,1,credit card,3559865825560464,056-18-8661
2023-04-04 17:16:31,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4573835642614273,056-18-8661
2023-04-04 17:17:21,sandwiches,GRILLED CHEESE,5.99,1,credit card,4142771326272169329,056-18-8661
2023-04-04 17:17:42,drinks,ESPRESSO,7.99,1,credit card,30132438935350,119-84-6584
2023-04-04 17:18:37,drinks,ICED MOCHA,10.99,1,credit card,4259199628625295,056-18-8661
2023-04-04 17:22:44,drinks,ICED MOCHA,10.99,1,credit card,4291927651850624,119-84-6584
2023-04-04 17:23:59,drinks,FRAPPÉ,11.05,1,cash,-,056-18-8661
2023-04-04 17:26:19,drinks,ICED MOCHA,10.99,2,credit card,4328841145580412192,056-18-8661
2023-04-04 17:27:21,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 17:28:07,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,896-85-4804
2023-04-04 17:28:44,drinks,ESPRESSO,7.99,1,credit card,4950475824387241,056-18-8661
2023-04-04 17:30:41,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4140461223411673510,119-84-6584
2023-04-04 17:30:42,drinks,CAFFÈ LATTE,8.99,2,cash,-,119-84-6584
2023-04-04 17:31:40,drinks,ICED MOCHA,10.99,1,credit card,4974872914505058,119-84-6584
2023-04-04 17:35:03,drinks,ICED MOCHA,10.99,2,cash,-,056-18-8661
2023-04-04 17:36:45,drinks,ESPRESSO,7.99,1,credit card,4607562972923137499,056-18-8661
2023-04-04 17:37:37,drinks,ICED MOCHA,10.99,2,cash,-,896-85-4804
2023-04-04 17:38:50,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-04 17:42:30,drinks,ESPRESSO,7.99,2,cash,-,119-84-6584
2023-04-04 17:42:56,drinks,ESPRESSO,7.99,2,credit card,4717455228799955,056-18-8661
2023-04-04 17:43:29,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,119-84-6584
2023-04-04 17:49:16,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,2706427944565504,056-18-8661
2023-04-04 17:50:46,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 17:51:52,sandwiches,GRILLED CHEESE,5.99,1,credit card,180019409563600,896-85-4804
2023-04-04 17:52:14,sandwiches,GRILLED CHEESE,5.99,1,cash,-,119-84-6584
2023-04-04 17:54:04,drinks,FRAPPÉ,11.05,1,credit card,501899134024,896-85-4804
2023-04-04 17:55:46,sandwiches,GRILLED CHEESE,5.99,2,credit card,3596936682043020,119-84-6584
2023-04-04 17:57:19,drinks,ICED MOCHA,10.99,1,credit card,5511379634876840,056-18-8661
2023-04-04 18:00:00,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-04 18:01:05,drinks,CAFFÈ MOCHA,9.55,2,credit card,3546851981256424,056-18-8661
2023-04-04 18:01:55,drinks,ICED MOCHA,10.99,1,credit card,6530396280017755,896-85-4804
2023-04-04 18:02:21,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,6504148578015369,896-85-4804
2023-04-04 18:03:43,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,3527308011007650,896-85-4804
2023-04-04 18:10:53,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,119-84-6584
2023-04-04 18:10:57,sandwiches,EGG SANDWICH,5.99,1,cash,-,119-84-6584
2023-04-04 18:13:16,sandwiches,GRILLED CHEESE,5.99,2,credit card,4664529246843697293,896-85-4804
2023-04-04 18:14:29,drinks,ESPRESSO,7.99,1,credit card,376621136872115,896-85-4804
2023-04-04 18:15:13,drinks,ICED MOCHA,10.99,1,credit card,3506959356854166,896-85-4804
2023-04-04 18:15:40,sandwiches,GRILLED CHEESE,5.99,2,cash,-,896-85-4804
2023-04-04 18:16:45,sandwiches,GRILLED CHEESE,5.99,2,credit card,3504690284432708,056-18-8661
2023-04-04 18:17:07,drinks,FRAPPÉ,11.05,2,cash,-,896-85-4804
2023-04-04 18:17:41,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,376411007577872,056-18-8661
2023-04-04 18:17:46,sandwiches,GRILLED CHEESE,5.99,3,cash,-,056-18-8661
2023-04-04 18:19:40,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,056-18-8661
2023-04-04 18:20:46,drinks,ICED MOCHA,10.99,1,credit card,3589149584217424,896-85-4804
2023-04-04 18:22:50,drinks,CAFFÈ MOCHA,9.55,1,cash,-,896-85-4804
2023-04-04 18:28:08,drinks,ICED MOCHA,10.99,2,credit card,6011382460500347,056-18-8661
2023-04-04 18:29:18,drinks,ESPRESSO,7.99,1,cash,-,119-84-6584
2023-04-04 18:31:45,drinks,FRAPPÉ,11.05,2,cash,-,056-18-8661
2023-04-04 18:39:38,sandwiches,EGG SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-04 18:39:54,sandwiches,GRILLED CHEESE,5.99,3,cash,-,896-85-4804
2023-04-04 18:40:39,drinks,ESPRESSO,7.99,3,cash,-,896-85-4804
2023-04-04 18:44:58,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,213136423669261,119-84-6584
2023-04-04 18:48:02,sandwiches,GRILLED CHEESE,5.99,2,credit card,3518105777150760,056-18-8661
2023-04-04 18:50:33,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,056-18-8661
2023-04-04 18:51:22,sandwiches,EGG SANDWICH,5.99,2,credit card,3520314591630942,056-18-8661
2023-04-04 18:53:15,drinks,ICED MOCHA,10.99,1,cash,-,119-84-6584
2023-04-04 18:54:15,drinks,CAFFÈ MOCHA,9.55,1,cash,-,056-18-8661
2023-04-04 18:54:41,drinks,CAFFÈ LATTE,8.99,1,credit card,3505319323979482,056-18-8661
2023-04-04 18:54:54,drinks,CAFFÈ LATTE,8.99,1,credit card,501858597666,896-85-4804
2023-04-04 18:55:14,drinks,CAFFÈ MOCHA,9.55,1,credit card,578199669255,896-85-4804
2023-04-04 18:55:22,drinks,ESPRESSO,7.99,1,cash,-,119-84-6584
2023-04-04 18:57:51,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-04 18:59:58,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-04 19:00:01,drinks,FRAPPÉ,11.05,2,cash,-,896-85-4804
2023-04-04 19:00:06,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4487802426659986,896-85-4804
2023-04-04 19:01:28,sandwiches,GRILLED CHEESE,5.99,3,credit card,30076463271514,056-18-8661
2023-04-04 19:01:55,sandwiches,EGG SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-04 19:02:07,sandwiches,EGG SANDWICH,5.99,1,cash,-,056-18-8661
2023-04-04 19:03:15,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 19:03:49,sandwiches,GRILLED CHEESE,5.99,1,credit card,3507221630305120,119-84-6584
2023-04-04 19:04:36,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,30010219049049,896-85-4804
2023-04-04 19:05:43,drinks,ESPRESSO,7.99,2,cash,-,896-85-4804
2023-04-04 19:06:13,drinks,CAFFÈ MOCHA,9.55,3,credit card,374125512778310,896-85-4804
2023-04-04 19:12:36,drinks,ICED MOCHA,10.99,1,credit card,213109214529556,896-85-4804
2023-04-04 19:13:17,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-04 19:14:56,drinks,FRAPPÉ,11.05,1,credit card,4315852157140449,056-18-8661
2023-04-04 19:15:58,drinks,ICED MOCHA,10.99,2,cash,-,119-84-6584
2023-04-04 19:16:41,drinks,CAPPUCCINO,9.99,1,cash,-,056-18-8661
2023-04-04 19:17:52,drinks,CAFFÈ LATTE,8.99,3,cash,-,896-85-4804
2023-04-04 19:21:34,drinks,CAFFÈ LATTE,8.99,2,credit card,2265448463839750,896-85-4804
2023-04-04 19:27:53,sandwiches,EGG SANDWICH,5.99,1,credit card,4829769016609316,896-85-4804
2023-04-04 19:32:26,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,370656882952188,896-85-4804
2023-04-04 19:33:06,drinks,ICED MOCHA,10.99,1,cash,-,119-84-6584
2023-04-04 19:34:03,sandwiches,GRILLED CHEESE,5.99,1,cash,-,119-84-6584
2023-04-04 19:40:54,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4223463525330281,119-84-6584
2023-04-04 19:45:46,drinks,CAFFÈ LATTE,8.99,2,cash,-,119-84-6584
2023-04-04 19:48:01,drinks,ICED MOCHA,10.99,1,credit card,3526271179701210,896-85-4804
2023-04-04 19:48:36,drinks,FRAPPÉ,11.05,1,cash,-,119-84-6584
2023-04-04 19:49:24,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,344370735798516,119-84-6584
2023-04-04 19:50:37,drinks,CAFFÈ LATTE,8.99,1,credit card,4413309921796684,896-85-4804
2023-04-04 19:53:06,drinks,ESPRESSO,7.99,1,credit card,676341153606,056-18-8661
2023-04-04 19:54:29,sandwiches,EGG SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-04 19:57:42,drinks,FRAPPÉ,11.05,1,credit card,4439899994495985826,056-18-8661
2023-04-04 20:03:17,drinks,CAFFÈ MOCHA,9.55,3,cash,-,896-85-4804
2023-04-04 20:06:15,sandwiches,GRILLED CHEESE,5.99,2,credit card,213124709714530,896-85-4804
2023-04-04 20:09:09,sandwiches,GRILLED CHEESE,5.99,1,cash,-,119-84-6584
2023-04-04 20:10:27,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,060479743571,056-18-8661
2023-04-04 20:12:56,drinks,CAPPUCCINO,9.99,2,cash,-,056-18-8661
2023-04-04 20:13:19,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4119857007136,056-18-8661
2023-04-04 20:13:23,drinks,ICED MOCHA,10.99,2,cash,-,119-84-6584
2023-04-04 20:13:26,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4530896291125781,896-85-4804
2023-04-04 20:14:10,drinks,CAFFÈ MOCHA,9.55,2,cash,-,056-18-8661
2023-04-04 20:14:25,sandwiches,ROAST BEEF SANDWICH,5.99,3,credit card,3597064692244543,119-84-6584
2023-04-04 20:27:04,drinks,CAFFÈ LATTE,8.99,1,credit card,3599776837353586,119-84-6584
2023-04-04 20:29:12,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4393350564939748,119-84-6584
2023-04-04 20:29:20,drinks,ESPRESSO,7.99,1,credit card,4207482451768105511,119-84-6584
2023-04-04 20:30:58,drinks,CAFFÈ MOCHA,9.55,2,credit card,180045391899629,119-84-6584
2023-04-04 20:31:06,sandwiches,NUTELLA SANDWICH,5.99,3,cash,-,056-18-8661
2023-04-04 20:33:28,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,30252929793561,056-18-8661
2023-04-04 20:33:50,drinks,FRAPPÉ,11.05,2,credit card,4584781138181004,119-84-6584
2023-04-04 20:35:28,sandwiches,GRILLED CHEESE,5.99,1,cash,-,056-18-8661
2023-04-04 20:39:18,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,213136020794744,896-85-4804
2023-04-04 20:41:47,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,2229583107390847,119-84-6584
2023-04-04 20:43:26,sandwiches,GRILLED CHEESE,5.99,1,credit card,4804728776888817852,896-85-4804
2023-04-04 20:50:17,drinks,CAFFÈ MOCHA,9.55,2,credit card,2239668830331834,056-18-8661
2023-04-04 20:51:14,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,213138506514406,896-85-4804
2023-04-04 20:52:21,sandwiches,EGG SANDWICH,5.99,2,credit card,3544205194664159,119-84-6584
2023-04-04 20:53:14,drinks,CAFFÈ LATTE,8.99,1,credit card,6516315745666871,896-85-4804
2023-04-04 20:57:21,drinks,FRAPPÉ,11.05,2,credit card,675972302680,896-85-4804
2023-04-04 20:58:52,drinks,CAFFÈ LATTE,8.99,1,credit card,4994745507338737400,896-85-4804
2023-04-04 20:58:59,drinks,CAFFÈ MOCHA,9.55,1,cash,-,896-85-4804
2023-04-04 21:01:16,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,056-18-8661
2023-04-04 21:02:49,drinks,CAFFÈ LATTE,8.99,2,credit card,3560859015896280,896-85-4804
2023-04-04 21:03:49,drinks,FRAPPÉ,11.05,1,cash,-,119-84-6584
2023-04-04 21:04:41,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4721495154376,119-84-6584
2023-04-04 21:12:37,drinks,CAPPUCCINO,9.99,2,credit card,371025636414268,896-85-4804
2023-04-04 21:14:00,sandwiches,EGG SANDWICH,5.99,1,credit card,6582337718831216,119-84-6584
2023-04-04 21:16:43,drinks,ICED MOCHA,10.99,1,credit card,4452269148221928288,056-18-8661
2023-04-04 21:17:13,drinks,CAFFÈ MOCHA,9.55,2,credit card,2720291826390288,056-18-8661
2023-04-04 21:22:17,sandwiches,EGG SANDWICH,5.99,2,credit card,4231852333249016,056-18-8661
2023-04-04 21:23:02,drinks,CAPPUCCINO,9.99,1,credit card,3570632765443167,119-84-6584
2023-04-04 21:30:45,drinks,CAFFÈ LATTE,8.99,1,cash,-,119-84-6584
2023-04-04 21:39:35,sandwiches,GRILLED CHEESE,5.99,1,cash,-,056-18-8661
2023-04-04 21:40:31,drinks,ESPRESSO,7.99,1,credit card,3584824079721909,896-85-4804
2023-04-04 21:44:16,drinks,CAFFÈ MOCHA,9.55,2,cash,-,119-84-6584
2023-04-04 21:46:21,drinks,CAFFÈ LATTE,8.99,2,cash,-,896-85-4804
2023-04-04 21:46:51,drinks,CAFFÈ LATTE,8.99,3,credit card,4423568293582471,896-85-4804
2023-04-04 21:48:56,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-04 21:51:59,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,056-18-8661
2023-04-04 21:52:25,sandwiches,GRILLED CHEESE,5.99,1,credit card,4887974134213210,896-85-4804
2023-04-04 22:00:27,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,3583570620264532,056-18-8661
2023-04-04 22:16:10,sandwiches,NUTELLA SANDWICH,5.99,3,credit card,5282519698460539,896-85-4804
2023-04-04 22:20:14,sandwiches,EGG SANDWICH,5.99,2,cash,-,119-84-6584
2023-04-04 22:21:31,drinks,ICED MOCHA,10.99,1,cash,-,056-18-8661
2023-04-04 22:22:21,drinks,CAFFÈ MOCHA,9.55,2,credit card,378682163349946,056-18-8661
2023-04-04 22:25:41,sandwiches,GRILLED CHEESE,5.99,1,cash,-,119-84-6584
2023-04-04 22:28:37,drinks,ESPRESSO,7.99,1,credit card,3510719519801973,119-84-6584
2023-04-04 22:39:37,drinks,ICED MOCHA,10.99,2,credit card,213194595801105,056-18-8661
2023-04-04 22:48:51,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,30460912351723,056-18-8661
2023-04-04 22:50:21,drinks,ESPRESSO,7.99,1,credit card,4242535220056688,896-85-4804
2023-04-04 22:54:50,sandwiches,EGG SANDWICH,5.99,2,credit card,4464113861672,056-18-8661
2023-04-04 23:08:38,drinks,CAFFÈ MOCHA,9.55,2,cash,-,896-85-4804
2023-04-04 23:10:40,drinks,CAFFÈ LATTE,8.99,1,credit card,180077778393090,056-18-8661
2023-04-04 23:13:32,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,119-84-6584
2023-04-04 23:15:06,drinks,CAPPUCCINO,9.99,1,credit card,2282577628313274,119-84-6584
2023-04-04 23:20:59,sandwiches,GRILLED CHEESE,5.99,2,cash,-,119-84-6584
2023-04-04 23:29:56,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,3586761259632720,896-85-4804
2023-04-04 23:35:04,sandwiches,GRILLED CHEESE,5.99,1,cash,-,056-18-8661
2023-04-04 23:38:47,drinks,CAFFÈ LATTE,8.99,2,cash,-,896-85-4804
2023-04-04 23:57:21,drinks,CAPPUCCINO,9.99,2,cash,-,056-18-8661
2023-04-04 23:57:35,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4213021551070014545,119-84-6584
2023-04-05 00:07:52,sandwiches,GRILLED CHEESE,5.99,2,credit card,4594243904050523,850-10-4088
2023-04-05 00:11:49,drinks,FRAPPÉ,11.05,1,cash,-,850-10-4088
2023-04-05 00:15:45,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,6011557533672302,059-27-9969
2023-04-05 00:18:40,sandwiches,GRILLED CHEESE,5.99,2,credit card,4355414279693556,059-27-9969
2023-04-05 00:26:06,drinks,CAPPUCCINO,9.99,2,credit card,3537672345808176,445-54-6546
2023-04-05 00:27:02,drinks,ICED MOCHA,10.99,1,credit card,4876319732145443,445-54-6546
2023-04-05 00:35:28,drinks,CAFFÈ MOCHA,9.55,2,cash,-,850-10-4088
2023-04-05 00:38:04,drinks,CAFFÈ LATTE,8.99,3,cash,-,445-54-6546
2023-04-05 00:44:52,drinks,CAFFÈ LATTE,8.99,1,credit card,2720807315237316,445-54-6546
2023-04-05 00:46:10,sandwiches,GRILLED CHEESE,5.99,1,credit card,6517197432448352,850-10-4088
2023-04-05 00:51:56,drinks,CAPPUCCINO,9.99,1,credit card,2288463701813940,059-27-9969
2023-04-05 00:52:37,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,30033578659117,445-54-6546
2023-04-05 01:09:56,drinks,CAFFÈ LATTE,8.99,1,credit card,2243549458764213,059-27-9969
2023-04-05 01:10:19,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,059-27-9969
2023-04-05 01:28:24,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,059-27-9969
2023-04-05 01:37:26,sandwiches,GRILLED CHEESE,5.99,2,cash,-,059-27-9969
2023-04-05 01:39:22,drinks,CAFFÈ MOCHA,9.55,2,credit card,4680258435661426173,059-27-9969
2023-04-05 01:39:32,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,180039669413239,445-54-6546
2023-04-05 02:02:52,drinks,CAFFÈ LATTE,8.99,1,credit card,213165947805747,059-27-9969
2023-04-05 02:23:36,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,059-27-9969
2023-04-05 02:24:24,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,445-54-6546
2023-04-05 02:32:48,sandwiches,EGG SANDWICH,5.99,3,credit card,503807027985,850-10-4088
2023-04-05 02:33:02,drinks,CAFFÈ MOCHA,9.55,2,credit card,3514238787994119,059-27-9969
2023-04-05 02:39:12,sandwiches,ROAST BEEF SANDWICH,5.99,3,cash,-,059-27-9969
2023-04-05 02:43:08,drinks,CAPPUCCINO,9.99,1,credit card,213194187633874,850-10-4088
2023-04-05 02:50:04,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4450170308228,850-10-4088
2023-04-05 03:01:13,drinks,CAPPUCCINO,9.99,1,cash,-,445-54-6546
2023-04-05 03:05:59,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,445-54-6546
2023-04-05 03:11:07,sandwiches,GRILLED CHEESE,5.99,1,credit card,4196442610202,850-10-4088
2023-04-05 03:15:57,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,850-10-4088
2023-04-05 03:25:38,sandwiches,EGG SANDWICH,5.99,1,credit card,2530313424070516,445-54-6546
2023-04-05 03:32:43,sandwiches,EGG SANDWICH,5.99,2,credit card,342015130237832,059-27-9969
2023-04-05 03:52:10,drinks,CAFFÈ LATTE,8.99,3,credit card,3526678904916949,850-10-4088
2023-04-05 03:56:29,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4132574749674,850-10-4088
2023-04-05 03:59:31,drinks,ESPRESSO,7.99,2,cash,-,059-27-9969
2023-04-05 04:12:15,sandwiches,GRILLED CHEESE,5.99,3,credit card,213168016952978,850-10-4088
2023-04-05 04:25:10,drinks,ESPRESSO,7.99,1,cash,-,850-10-4088
2023-04-05 04:28:51,drinks,CAFFÈ MOCHA,9.55,2,cash,-,445-54-6546
2023-04-05 04:29:55,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,850-10-4088
2023-04-05 04:32:47,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,850-10-4088
2023-04-05 04:36:09,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4577516794703669828,445-54-6546
2023-04-05 04:55:37,drinks,ICED MOCHA,10.99,3,cash,-,445-54-6546
2023-04-05 04:57:18,drinks,CAFFÈ MOCHA,9.55,1,cash,-,445-54-6546
2023-04-05 04:57:35,sandwiches,GRILLED CHEESE,5.99,2,credit card,379539513276659,445-54-6546
2023-04-05 05:02:28,drinks,FRAPPÉ,11.05,1,cash,-,850-10-4088
2023-04-05 05:04:08,sandwiches,EGG SANDWICH,5.99,2,cash,-,059-27-9969
2023-04-05 05:04:12,drinks,CAFFÈ LATTE,8.99,2,credit card,4227580173610,059-27-9969
2023-04-05 05:12:31,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4238976638827235,850-10-4088
2023-04-05 05:22:35,drinks,CAFFÈ MOCHA,9.55,2,credit card,348397953790517,059-27-9969
2023-04-05 05:23:30,drinks,ESPRESSO,7.99,1,credit card,213189215088174,850-10-4088
2023-04-05 05:27:58,drinks,ICED MOCHA,10.99,1,credit card,676258608287,059-27-9969
2023-04-05 05:32:13,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,445-54-6546
2023-04-05 05:32:51,sandwiches,GRILLED CHEESE,5.99,1,cash,-,059-27-9969
